Sexo;Grupo quinquenal de edad;País de nacimiento;Nacionalidad;País destino;Periodo;Total
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2012S2;142
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2012S1;104
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2011S2;109
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2011S1;68
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2010S2;52
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2010S1;58
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2009S2;53
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2009S1;37
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2008S2;32
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2008S1;60
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2021S1;17
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2020S2;11
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2020S1;2
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2019S2;5
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2019S1;4
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2018S2;4
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2018S1;7
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2017S2;21
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2017S1;5
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2016S2;4
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2016S1;2
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2015S2;0
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2015S1;2
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2014S2;2
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2014S1;4
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2013S2;1
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2013S1;5
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2012S2;2
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2012S1;0
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2011S2;5
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2011S1;1
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2010S2;4
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2010S1;2
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2009S2;5
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2009S1;1
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2008S2;4
Ambos sexos;De 20 a 24 años;España;Total;Rumanía;2008S1;6
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2021S1;18
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2020S2;11
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2020S1;14
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2019S2;33
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2019S1;35
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2018S2;15
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2018S1;12
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2017S2;13
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2017S1;14
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2016S2;19
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2016S1;12
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2015S2;18
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2015S1;11
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2014S2;10
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2014S1;6
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2013S2;8
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2013S1;9
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2012S2;11
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2012S1;6
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2011S2;9
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2011S1;4
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2010S2;7
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2010S1;6
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2009S2;3
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2009S1;4
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2008S2;0
Ambos sexos;De 20 a 24 años;España;Total;Suecia;2008S1;5
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2021S1;3
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2020S2;1
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2020S1;1
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2019S2;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2019S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2018S2;1
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2018S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2017S2;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2017S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2016S2;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2016S1;1
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2015S2;2
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2015S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2014S2;3
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2014S1;1
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2013S2;2
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2013S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2012S2;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2012S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2011S2;""
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2011S1;""
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2010S2;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2010S1;""
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2009S2;1
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2009S1;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2008S2;0
Ambos sexos;De 20 a 24 años;España;Total;Lituania;2008S1;0
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2021S1;35
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2020S2;37
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2020S1;31
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2019S2;35
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2019S1;53
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2018S2;33
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2018S1;30
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2017S2;48
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2017S1;27
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2016S2;31
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2016S1;41
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2015S2;38
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2015S1;41
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2014S2;32
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2014S1;22
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2013S2;36
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2013S1;17
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2012S2;34
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2012S1;16
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2011S2;22
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2011S1;16
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2010S2;15
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2010S1;13
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2009S2;11
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2009S1;15
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2008S2;23
Ambos sexos;De 20 a 24 años;España;Total;Otro país de la Unión Europea sin España;2008S1;19
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2021S1;497
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2020S2;382
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2020S1;535
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2019S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2019S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2018S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2018S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2017S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2017S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2016S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2016S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2015S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2015S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2014S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2014S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2013S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2013S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2012S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2012S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2011S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2011S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2010S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2010S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2009S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2009S1;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2008S2;""
Ambos sexos;De 20 a 24 años;España;Total;Europa menos UE27_2020;2008S1;""
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2021S1;413
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2020S2;318
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2020S1;436
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2019S2;550
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2019S1;395
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2018S2;388
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2018S1;498
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2017S2;396
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2017S1;493
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2016S2;344
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2016S1;340
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2015S2;387
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2015S1;331
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2014S2;369
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2014S1;286
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2013S2;287
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2013S1;246
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2012S2;290
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2012S1;242
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2011S2;245
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2011S1;234
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2010S2;171
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2010S1;159
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2009S2;132
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2009S1;137
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2008S2;136
Ambos sexos;De 20 a 24 años;España;Total;Reino Unido;2008S1;178
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2021S1;""
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2020S2;""
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2020S1;""
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2019S2;90
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2019S1;85
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2018S2;74
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2018S1;79
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2017S2;87
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2017S1;75
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2016S2;83
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2016S1;103
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2015S2;112
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2015S1;81
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2014S2;84
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2014S1;64
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2013S2;76
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2013S1;67
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2012S2;98
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2012S1;63
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2011S2;72
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2011S1;64
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2010S2;62
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2010S1;60
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2009S2;43
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2009S1;55
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2008S2;57
Ambos sexos;De 20 a 24 años;España;Total;País de Europa menos UE28;2008S1;49
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2021S1;5
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2020S2;8
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2020S1;11
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2019S2;7
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2019S1;9
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2018S2;9
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2018S1;4
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2017S2;8
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2017S1;6
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2016S2;8
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2016S1;11
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2015S2;6
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2015S1;4
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2014S2;2
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2014S1;11
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2013S2;1
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2013S1;7
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2012S2;6
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2012S1;1
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2011S2;10
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2011S1;2
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2010S2;8
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2010S1;1
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2009S2;4
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2009S1;3
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2008S2;8
Ambos sexos;De 20 a 24 años;España;Total;Noruega;2008S1;7
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2021S1;49
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2020S2;40
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2020S1;61
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2019S2;52
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2019S1;54
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2018S2;36
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2018S1;46
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2017S2;49
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2017S1;51
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2016S2;49
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2016S1;68
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2015S2;83
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2015S1;66
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2014S2;67
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2014S1;33
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2013S2;57
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2013S1;50
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2012S2;63
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2012S1;51
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2011S2;40
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2011S1;41
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2010S2;38
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2010S1;39
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2009S2;27
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2009S1;32
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2008S2;33
Ambos sexos;De 20 a 24 años;España;Total;Suiza;2008S1;25
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2021S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2020S2;1
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2020S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2019S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2019S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2018S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2018S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2017S2;1
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2017S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2016S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2016S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2015S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2015S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2014S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2014S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2013S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2013S1;1
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2012S2;2
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2012S1;1
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2011S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2011S1;1
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2010S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2010S1;""
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2009S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2009S1;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2008S2;0
Ambos sexos;De 20 a 24 años;España;Total;Ucrania;2008S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2021S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2020S2;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2020S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2019S2;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2019S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2018S2;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2018S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2017S2;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2017S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2016S2;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2016S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2015S2;""
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2015S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2014S2;""
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2014S1;1
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2013S2;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2013S1;0
Ambos sexos;De 20 a 24 años;España;Total;Moldavia;2012S2;0
